id,Info_categorias,Autores,Simbolos,Descriptores,Gesto Lista,Categoria 1,Categoria 2,Categoria 3,Categoria 4,Categoria 5,Ciudad Origen,Ciudad Actual,Pais Origen,Pais Actual,Ubicacion,Relato_visual_lista,Fuente Imagen,Tecnica,Donante,Escenario,Cartela Filacteria,Fuente Iconografica,Biografia,Tipo Historia,Categoria 6
286,"Teresa, santa",Francisco López y Castro,,Muelle,,Milagros Virgen Cayma,Milagros Virgen Cayma,Milagros Virgen Cayma,Milagros Virgen Cayma,Milagros Virgen Cayma,Cachoeira,Cachoeira,,,Catedral Basílica Nuestra Señora de San Juan de los Lagos (San Juan de los Lagos),,,,,,,,,,Milagros Virgen Cayma
287,"Idelfonso Obispo, san",Juan Lovera,Vasija ,,,Milagros Virgen Guadalupe,Milagros Virgen Guadalupe,Milagros Virgen Guadalupe,Milagros Virgen Guadalupe,Milagros Virgen Guadalupe,João Pessoa,João Pessoa,,,Catedral La Asunción (Cuernavaca),,,,,,,,,,Milagros Virgen Guadalupe
288,"Iglesias retablos, pintura de ",Francisco Macías,,,,Milagros san Miguel,Milagros san Miguel,Milagros san Miguel,Milagros san Miguel,Milagros san Miguel,Vila de Nova Almeida,Vila de Nova Almeida,,,Iglesia la Asunción (Milpa Alta),,,,,,,,,,Milagros san Miguel
289,"Teresa, Visiones de santa",Francisco Martínez,,Hábito,,Milagros de la Virgen,Milagros de la Virgen,Milagros de la Virgen,Milagros de la Virgen,Milagros de la Virgen,São Cristóvão,São Cristóvão,,,Santuario de la Preciosa Sangre (San Luis Coyotzingo),,"AA.VV. Viento detenido. Mitologías e historias en el arte del biombo. México: Museo Sumaya, 1999.",,,,,,,,Milagros de la Virgen
290,"Inés de Asis, santa",Francisco Morales Van Den Eynden,Rompimiento de gloria,Cofres,,Varios milagros eclesiásticos,Varios milagros eclesiásticos,Varios milagros eclesiásticos,Varios milagros eclesiásticos,Varios milagros eclesiásticos,Pirenópolis,Pirenópolis,,,Iglesia conventual dominico Santa María de Gracia (Guadalajara),,"DAMIAN, Carol. The virgin of the Andes. Art and ritual in Colonial Cuzco. Miami: Grassfield Press,1995.",,,,,,,,Varios milagros eclesiásticos
291,"Inés de Montepulciano, santa",Francisco Morlete,,Apóstoles ,,Bárbara atributo,Bárbara atributo,Bárbara atributo,Bárbara atributo,Bárbara atributo,São Tomé das Letras,São Tomé das Letras,,,"Iglesia san Juan Bautista (Epatlán, Pue)",,,,,,,,,,Bárbara atributo
292,"Inés mártir, santa",Sor Encarnación de Jesús,,,,Apariciones posteriores,Apariciones posteriores,Apariciones posteriores,Apariciones posteriores,Apariciones posteriores,Jaboatão dos Guararapes,Jaboatão dos Guararapes,,,Iglesia san Bartolomé Apóstol (Guanajuato),,,,,,,,,,Apariciones posteriores
293,Árbol de Jesse,Francisco de Rosa,,,,Ascensión,Ascensión,Ascensión,Ascensión,Ascensión,Arani,Arani,,,Catedral Inmaculada Concepción (Arequipa),,,,,,,,,,Ascensión
294,Infancia de Jesús,Francisco Pedro do Amaral,Trompeta ,,,Pentecostés,Pentecostés,Pentecostés,Pentecostés,Pentecostés,Belo Vale,Belo Vale,,,Casa de ejercicios del Valle del Señor de la Misericordia (Guadalajara),,"MUJICA, Ramón et al. Visión y símbolos. Del virreinato criollo a la república peruana. Lima: Banco de Crédito, 2006.",,,,,,,,Pentecostés
295,Infierno,Francisco Ríos,,,,Resurrección,Resurrección,Resurrección,Resurrección,Resurrección,Santa Bárbara MG,Santa Bárbara MG,,,Iglesia san José (Rinconada),,www.museoblaisten.com/,,,,,,,,Resurrección
296,"Isabel de Hungría, santa",Francisco Rodríguez Juárez,,,,Coronación espinas,Coronación espinas,Coronación espinas,Coronación espinas,Coronación espinas,Ouro Branco,Ouro Branco,,,Iglesia conventual franciscano San Luis (Huamantla),,www.virreinato.inah.gob.mx/,,,,,,,,Coronación espinas
297,"Isabel de Portugal, santa",Francisco Rondón,,,,Ecce homo,Ecce homo,Ecce homo,Ecce homo,Ecce homo,Baruta,Baruta,,,Santuario de Nuestra Señora de Guadalupe (Guadalajara),,,,,,,,,,Ecce homo
298,"Isidoro de Sevilla, san",Francisco Salamanca,,Petición,,Entrada Jerusalén,Entrada Jerusalén,Entrada Jerusalén,Entrada Jerusalén,Entrada Jerusalén,Paucartambo,Paucartambo,,,Iglesia Nuestra Señora de la Candelaria y Guadalupe Xonaca (Puebla),,,,,,,,,,Entrada Jerusalén
299,"Isidro, san",Francisco Serrano,,Consuelo,,Flagelación,Flagelación,Flagelación,Flagelación,Flagelación,Higüey,Higüey,,,Iglesia san José (Zamora),,www,,,,,,,,Flagelación
300,"Ivon (Ibon) de Chartres, san",Francisco Silverio de Sotomayor,,Corte,,Oración en el huerto,Oración en el huerto,Oración en el huerto,Oración en el huerto,Oración en el huerto,Urquillos,Urquillos,,,Iglesia Nuestra Señora de la Encarnación (Encarnación de Diaz),,Museo Franz Mayer,,,,,,,,Oración en el huerto
301,"Jacinto, san",Francisco Solano,,,,Juicio de Jesús,Juicio de Jesús,Juicio de Jesús,Juicio de Jesús,Juicio de Jesús,"Garachico, Tenerife","Garachico, Tenerife",,,Iglesia santa Lucía del camino (Oaxaca),,,,,,,,,,Juicio de Jesús
302,Escatología,Marcos  Zapata,,,,Lavado de pies,Lavado de pies,Lavado de pies,Lavado de pies,Lavado de pies,San Juan de Tilapa,San Juan de Tilapa,,,Iglesia Hospital san Juan de Dios (Oaxaca),,www.hellerpalacios.net/,,,,,,,,Lavado de pies
303,Trinidad tricefálica,Francisco Trevisani,Mono / mico,Corona de laurel,,Prendimiento de Jesús,Prendimiento de Jesús,Prendimiento de Jesús,Prendimiento de Jesús,Prendimiento de Jesús,La Habana,La Habana,,,Iglesia Nuestra Señora de Belencito de Nobsa (Belencito),,www.hondudiariohn.com/,,,,,,,,Prendimiento de Jesús
304,Jerarquía dominaciones,Francisco Varela,Olivo,,,Sentencia,Sentencia,Sentencia,Sentencia,Sentencia,Denver,Denver,,,Iglesia san Felipe de Jesús Hueyotlipan (Puebla),,www.myspace.com,,,,,,,,Sentencia
305,Maria Magdalena,Francisco Velázquez,Trigo ,Costa,,Tentación consuelo,Tentación consuelo,Tentación consuelo,Tentación consuelo,Tentación consuelo,Corrientes,Corrientes,,,Iglesia y convento san Francisco (Santiago),,www.old.latribuna.hn /,,,,,,,,Tentación consuelo
306,Jerarquía potestades,Juan Carlos de Medina,,,,Última Cena,Última Cena,Última Cena,Última Cena,Última Cena,Santana dos Montes,Santana dos Montes,,,Capilla Nuestra Señora de Aránzazu (San Luis Potosí),,www.sinosrealestate.com,,,,,,,,Última Cena
307,Jerarquía principados,Francois Joseph Navez,,Baño,,Rosario con santos o donante,Rosario con santos o donante,Rosario con santos o donante,Rosario con santos o donante,Rosario con santos o donante,Nova Era,Nova Era,,,Iglesia Santiago apóstol (Tetla),,www.skyscrapercity.com/,,,,,,,,Rosario con santos o donante
308,Jerarquía querubines,Frank William Wilkin,,,,Rosario con niño,Rosario con niño,Rosario con niño,Rosario con niño,Rosario con niño,Itapanhoacanga,Itapanhoacanga,,,Iglesia santa Úrsula Zimatepec (Yauhquemehcan),,Fotografía Cristina Cabrera,,,,,,,,Rosario con niño
309,Jerarquía serafines,Miguel Mateo Maldonado,,Jaula,,Alegoría nacimiento inmaculado nueva Eva,Alegoría nacimiento inmaculado nueva Eva,Alegoría nacimiento inmaculado nueva Eva,Alegoría nacimiento inmaculado nueva Eva,Alegoría nacimiento inmaculado nueva Eva,Huancavelica,Huancavelica,,,Iglesia santa María de los Ángeles (San Mateo Atenco),,"TIRAPELI, Persival. Arte Sacra Colonial Barroco memoria Viva. Sao Paulo: UNESP, 2005.",,,,,,,,Alegoría nacimiento inmaculado nueva Eva
310,Jerarquía tronos,Lorenzo Romero,,,,San José,San José,San José,San José,San José,Congonhas,Congonhas,,,Iglesia Nuestra Señora de Loreto (CdMx),,"ZANINI, Walter (ed.). Historia Geral da Arte no Brasil. Sao paulo: Instituto Walther Moreira Salles, 1983.",,,,,,,,San José
311,Jerarquía virtudes,Frederick Kemmelmeyer,Cabeza ,,,Escenas Sagrada Familia,Escenas Sagrada Familia,Escenas Sagrada Familia,Escenas Sagrada Familia,Escenas Sagrada Familia,Santo Domingo,Santo Domingo,,,Iglesia san José (Orosí),,"OTT, Carlos, Joaquim Cardozo y Nair Batista. Pintura e Escultura II. Sao Paulo: Universidade de Sao paulo, 1978.",,,,,,,,Escenas Sagrada Familia
312,Jesús entre Doctores,Frederick W. Mayhew,,,,San Joaquín y la Virgen,San Joaquín y la Virgen,San Joaquín y la Virgen,San Joaquín y la Virgen,San Joaquín y la Virgen,Nueva York,Nueva York,,,Iglesia conventual de san Joaquín de Carmelitas Descalzos (CdMx),,"ANDRADE RIBEIRO DE OLIVEIRA, Myriam. O Rococo religioso no Brasil e seus antecedentes europeus. Sa~o Paulo: sp, 2003.",,,,,,,,San Joaquín y la Virgen
313,Jesús Nazareno,Fredrick Buck,,Lectura,,San Joaquín y Santa Ana,San Joaquín y Santa Ana,San Joaquín y Santa Ana,San Joaquín y Santa Ana,San Joaquín y Santa Ana,Guaqui,Guaqui,,,Curia provincial del Carmelo Descalzo (CdMx),,"CAMPOFIORITO, Quirino. A pintura remanescente da colo^nia: 1800-1830. Rio de Janeiro: Pinakotheke, 1983.",,,,,,,,San Joaquín y Santa Ana
314,Educación de la Virgen, G.E.,,Baúl,,San Joaquín,San Joaquín,San Joaquín,San Joaquín,San Joaquín,Los Angeles,Los Angeles,,,Iglesia y convento san Pedro y san Pablo (Teposcolula),,"GORI, Iris y Sergio Barbieri. Patrimonio artístico nacional: inventario de bienes muebles: provincia de Salta. Buenos Aires: Academia Nacional de Bellas Artes, 1988.",,,,,,,,San Joaquín
315,Juicio Final,Gabriel de Zúñiga,,,,Santa Ana y Virgen,Santa Ana y Virgen,Santa Ana y Virgen,Santa Ana y Virgen,Santa Ana y Virgen,Chicago,Chicago,,,Iglesia san Francisco Telixtlahuaca (Telixtlahuaca),,"SIRACUSANO, Gabriela. La paleta del espanto. Color y cultura en los cielos e infiernos de la pintura colonial andina. Buenos Aires: UNSAM, 2010.",,,,,,,,Santa Ana y Virgen
316,Jesús recogiendo vestiduras,Gabriel José Ovalle,,,,Santa Ana,Santa Ana,Santa Ana,Santa Ana,Santa Ana,Houston,Houston,,,Iglesia Santos Reyes (Etla),,"GORI, Iris y Sergio Barbieri. Patrimonio artístico nacional: inventario de bienes muebles: iglesia y convento de san Francisco de Córdoba. Buenos Aires: Academia Nacional de Bellas Artes, 2000.",,,,,,,,Santa Ana
317,"Jesús, Marta y las mujeres",Gabriel Ugarte,,,,Bárbara vida- martirio,Bárbara vida- martirio,Bárbara vida- martirio,Bárbara vida- martirio,Bárbara vida- martirio,New Haven,New Haven,,,Iglesia san Miguel Arcángel (CdMx),,"AA.VV. Juegos de ingenio y agudeza: la pintura emblemática de la Nueva España. México: Museo Nacional de Arte; Banamex-Accival, 1994.",,,,,,,,Bárbara vida- martirio
318,Martirologio femenino,Bernardo Polanco,,Cuerno,,Catalina atributo,Catalina atributo,Catalina atributo,Catalina atributo,Catalina atributo,Lincoln,Lincoln,,,Iglesia san Lorenzo (Cacaotepec),,https://issuu.com/museodeartedelima/docs/la_colecci_n_petrus_y_ver_nica_fernandini._el_arte,,,,,,,,Catalina atributo
319,Paulo III Papa ,Gaspar Conrado,Guante,,,Catalina vida-martirio,Catalina vida-martirio,Catalina vida-martirio,Catalina vida-martirio,Catalina vida-martirio,Washington,Washington,,,Iglesia san Andrés (Hueyapam),,www.worcesterart.org/,,,,,,,,Catalina vida-martirio
320,"Jesús, Sentencia de",Gaspar de Angulo,,,,Catalina Siena atributo,Catalina Siena atributo,Catalina Siena atributo,Catalina Siena atributo,Catalina Siena atributo,Baltimore,Baltimore,,,Iglesia san Pedro (Zacatlán),,Fotografía Natalia Lozada,,,,,,,,Catalina Siena atributo
321,Job,Gaspar de Figueroa,,Indígenas ,,Catalina Siena vida,Catalina Siena vida,Catalina Siena vida,Catalina Siena vida,Catalina Siena vida,Springfield,Springfield,,,"Convento de Santo Domingo (Ocotlán de Morelos,Oaxaca)",,Web Universidad de Turabo,,,,,,,,Catalina Siena vida
322,José (Antiguo testamento),Gaspar Miguel de Berrío,,,,Catalina Siena serie Arequipa,Catalina Siena serie Arequipa,Catalina Siena serie Arequipa,Catalina Siena serie Arequipa,Catalina Siena serie Arequipa,Boston,Boston,,,Iglesia y capilla Santo Cristo (Tlacolula),,"SCHENONE, Héctor. Iconografía del Arte Colonial: Santa María. Buenos Aires: Educa, 2008.",,,,,,,,Catalina Siena serie Arequipa
323,"José, Muerte de San",Gaspar Muñoz,,,,Catalina Siena serie Córdoba,Catalina Siena serie Córdoba,Catalina Siena serie Córdoba,Catalina Siena serie Córdoba,Catalina Siena serie Córdoba,Dallas,Dallas,,,Iglesia Nuestra Señora de los Ángeles (León),,"AMERLINCK, María Concepción y Manuel Ramos Medina. Conventos de monjas: fundaciones en el México virreinal. México: Grupo Condumex, 1995.",,,,,,,,Catalina Siena serie Córdoba
324,Santidad femenina,George Bickham,Gallo,,,Despojo de las vestiduras,Despojo de las vestiduras,Despojo de las vestiduras,Despojo de las vestiduras,Despojo de las vestiduras,Allentown,Allentown,,,Iglesia san Juan Bautista de Mexicaltzingo (Guadalajara),,"URRUELA DE QUEZADA, Ana María (ed.). El tesoro de la Catedral Metropolitana. Guatemala: Banco Industrial, 2005.",,,,,,,,Despojo de las vestiduras
325,"José, Patrocinio de San ",George Catlin,Halo de luz ,,,Caídas de camino al calvario,Caídas de camino al calvario,Caídas de camino al calvario,Caídas de camino al calvario,Caídas de camino al calvario,Jerusalem,Jerusalem,,,Iglesia san Juan Bautista (Jiquipilco),,"FISCHER, Manuela, Bea Hoffmann y Karoline Noack. Koloniale Kunst aus Lateinamerika. Katalog zur ständigen Ausstellung im Ethnologischen Museum. Berlín: SMB, 2006.",,,,,,,,Caídas de camino al calvario
326,"José, Coronación de San",George Dame,,Rendición,,Cirineo,Cirineo,Cirineo,Cirineo,Cirineo,Williamsburg,Williamsburg,,,Iglesia san Diego de Alcalá (Huejotzingo),,"PIERCE, Donna y Ronald Otsuka (eds.). Asia  and SpanishAmerica: Trans-Pacific Artistic & Cultural Exchanges, 1500-1850. Denver: Denver Art Museum, 2009.",,,,,,,,Cirineo
327,"José, Sueño y anunciación a san ",George Engleheart,,Casa,,Crucifixión,Crucifixión,Crucifixión,Crucifixión,Crucifixión,Puerto Príncipe,Puerto Príncipe,,,Iglesia san Felipe Neri y la Santa Veracruz (Puebla),,,,,,,,,,Crucifixión
328,"Juan Capistrano, san ",George Freeman,,Río,,Descendimiento de la cruz,Descendimiento de la cruz,Descendimiento de la cruz,Descendimiento de la cruz,Descendimiento de la cruz,Managua,Managua,,,Iglesia san Marcos evangelista (Puebla),,"RIVERO LAKE, Rodrigo (ed.). El Arte Namban en el México Virreinal. Madrid: Turner, 2005.",,,,,,,,Descendimiento de la cruz
329,"Juan Crisóstomo, san",George Place,,,,Encuentro con la Virgen y mujeres,Encuentro con la Virgen y mujeres,Encuentro con la Virgen y mujeres,Encuentro con la Virgen y mujeres,Encuentro con la Virgen y mujeres,Attard (Malta),Attard (Malta),,,Iglesia Nuestra Señora de los Dolores y del Campo Florido (CdMx),,"TORRES, Miguel (ed.). El Tesoro de El Calvario, Patrimonio de La Antigua Guatemala. Guatemala: Galería Guatemala de Fundación G&T Continental, 2009.",,,,,,,,Encuentro con la Virgen y mujeres
330,"Juan de la Cruz, san",George Romney,,,,Entierro,Entierro,Entierro,Entierro,Entierro,New Orleans,New Orleans,,,Rectoría san Francisco Javier (CdMx),,,,,,,,,,Entierro
331,"Cirilo de Jerusalén, san",George Ropes,,,,Lamentación,Lamentación,Lamentación,Lamentación,Lamentación,Daytona Beach,Daytona Beach,,,Santuario Nuestra Señora de los Ángeles (CdMx),,"Fundación Pedro y Angélica de Osma Gildemeister. Museo Pedro de Osma. Lima: Museo Pedro de Osma, 2004.",,,,,,,,Lamentación
332,"Juana, santa",George William West,,Reunión,,Nazareno,Nazareno,Nazareno,Nazareno,Nazareno,Newark,Newark,,,Iglesia y convento dominico de la Asunción (Amecameca),,,,,,,,,,Nazareno
333,Judith y Holofernes,Gerardus I Duyckinck,,,,Verónica,Verónica,Verónica,Verónica,Verónica,Cárdenas,Cárdenas,,,Convento franciscano san Juan Bautista (Cuauhtinchán),,"MORENO EGAS, Jorge, et al. Radiografía de la piedra: los jesuitas y su templo en Quito. Quito: Fondo de Salvamento del Patrimonio Cultural de Quito,  2008.",,,,,,,,Verónica
334,Juicio de Jesús,Gerónimo Gutiérrez,,,,Passaviensis,Passaviensis,Passaviensis,Passaviensis,Passaviensis,Camagüey,Camagüey,,,"Casa de la Cultura Oaxaqueña (antes Iglesia los Siete Principes, Oaxaca)",,"URRUELA DE QUEZADA, Ana María (ed.). The Treasure of La Merced: Art and History. Miami: Trade Litho, 1997.",,,,,,,,Passaviensis
335,Juicio particular, Geslain,Arma ,Nobles,,Devociones virgen con niño S.I 2,Devociones virgen con niño S.I 2,Devociones virgen con niño S.I 2,Devociones virgen con niño S.I 2,Devociones virgen con niño S.I 2,Tulsa,Tulsa,,,Iglesia Nuestra Señora de la Merced (Oaxaca),,,,,,,,,,Devociones virgen con niño S.I 2
336,Justo y pastor,Mateo Montes de Oca,,,,Virgen y niño santos y donantes,Virgen y niño santos y donantes,Virgen y niño santos y donantes,Virgen y niño santos y donantes,Virgen y niño santos y donantes,Albany (NY),Albany (NY),,,Catedral Nuestra señora de la Encarnación (Santo Domingo),,El arte de Guatemala.,,,,,,,,Virgen y niño santos y donantes
337,Asia (alegoría),Gilbert Stuart,,,,Guadalupe: escenas grandes,Guadalupe: escenas grandes,Guadalupe: escenas grandes,Guadalupe: escenas grandes,Guadalupe: escenas grandes,Forth Worth,Forth Worth,,,Iglesia Nuestra Señora de la Defensa (Ciudad Oaxaca),,,,,,,,,,Guadalupe: escenas grandes
338,Europa (alegoría),Girolamo Muziano,,Escritura,,Guadalupe: escenas varias,Guadalupe: escenas varias,Guadalupe: escenas varias,Guadalupe: escenas varias,Guadalupe: escenas varias,Pittsfield,Pittsfield,,,Iglesia san Pedro y san Pablo (Apetitlán),,"ALARCÓN CEDILLO, Roberto y Armida Alonso Lutteroth. Tecnología de la obra de arte en la época colonial: pintura mural y de caballete, escultura y orfebrería. México, D.F.: Universidad Iberoamericana, 1993.",,,,,,,,Guadalupe: escenas varias
339,Lamentación,Gregorio Carvallo de la Parra,,,,Guadalupe con indígenas y donantes,Guadalupe con indígenas y donantes,Guadalupe con indígenas y donantes,Guadalupe con indígenas y donantes,Guadalupe con indígenas y donantes,Birmingham,Birmingham,,,Capilla Nuestra Señora de los Dolores (Caicay),,"BAYÓN, Damián y Murillo Marx. L´art colonial Sud-Américain: domaine espagnol et Brésil  París: Aurore Éditions D´art, SF.",,,,,,,,Guadalupe con indígenas y donantes
340,"Laureano, San",Gregorio Gamarra,Diente,,,Patronatos Guadalupe,Patronatos Guadalupe,Patronatos Guadalupe,Patronatos Guadalupe,Patronatos Guadalupe,Cincinnatti,Cincinnatti,,,Iglesia san Juan Bautista Calvario (San Pedro Cholula),,"RISHEL, Joseph y Suzanne Stratton-Pruitt (eds.). The arts in Latin America, 1492-1820. Philadelphia: Philadelphia Museum of Art, 2006.",,,,,,,,Patronatos Guadalupe
341,Lavatorio de pies,Gregorio José de Lara,,,,Guadalupe: relatos de aparición,Guadalupe: relatos de aparición,Guadalupe: relatos de aparición,Guadalupe: relatos de aparición,Guadalupe: relatos de aparición,Charlotte,Charlotte,,,Iglesia san Miguel Arcángel (Cocula),,"AA.VV. De oficio pintor: arte colonial venezolano. Colección Patricia Phelps de Cisneros. Caracas: Fundación Cisneros, 2007.",,,,,,,,Guadalupe: relatos de aparición
342,Catalina de Siena,Gregorio Romero,,Bebé,,Guadalupe con santos,Guadalupe con santos,Guadalupe con santos,Guadalupe con santos,Guadalupe con santos,Provo,Provo,,,Iglesia san Cristóbal Mártir (Coyotepec),,"CASTEDO, Leopoldo. Historia del arte iberoamericano, I. Madrid: Alianza , 1988.",,,,,,,,Guadalupe con santos
343,Letanías,Bernabé  Lobato,,,,Calvario acompañado,Calvario acompañado,Calvario acompañado,Calvario acompañado,Calvario acompañado,Omaha,Omaha,,,Capilla Nuestra Señora de los Dolores (Puebla),,"Christie's. Important Latin American paintings, drawings and sculpture (Part I and II): pre-columbian and colonial works of art. New York: Christie's, 1996.",,,,,,,,Calvario acompañado
344,Levantamiento de la cruz,Gregorio Solís,,Pirámide,,Crucificado,Crucificado,Crucificado,Crucificado,Crucificado,Stratford,Stratford,,,Convento santa Clara (Santiago),,"CHACÓN TORRES, Mario. Arte Virreinal en Potosí: fuentes para su historia. Sevilla: Escuela de Estudios Hispano-Americanos de Sevilla, 1973.",,,,,,,,Crucificado
345,"Liborio de le Mans, san",Gregorio Vásquez de Arce y Ceballos,Ramas de olivo,,,Cristo muerto,Cristo muerto,Cristo muerto,Cristo muerto,Cristo muerto,North Kingston,North Kingston,,,Convento de Agustinas (Santiago),,"ROMERO CASH, Marie. Santos: enduring images of northern New Mexican village churches. Niwot:. University Press of Colorado, 1999.",,,,,,,,Cristo muerto
